artist_count,released_year,streams,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_encoded,mode_encoded
1,2022,449701773,3282,12,67,84,46,110,59,22,38,42,0,12,3,10,0
1,2023,67070410,596,0,29,9,12,100,72,42,66,18,4,19,4,1,0
2,2023,116334601,320,6,5,48,2,142,70,76,79,26,0,11,7,10,1
1,2022,433356509,2612,4,19,29,21,140,64,18,37,72,0,12,7,0,0
1,2023,165584767,2040,4,81,27,66,116,90,96,73,62,0,9,4,10,0
1,2022,367814306,2128,9,37,88,9,120,73,64,85,25,0,61,3,1,0
2,2022,477033549,2598,37,28,57,43,92,76,46,79,31,0,7,6,8,1
1,2022,156214700,542,2,23,2,21,110,81,64,79,5,0,31,3,11,1
1,2022,448843705,2459,20,20,68,50,120,71,57,97,1,0,13,11,2,0
2,1995,1357608774,10624,17,21,0,386,80,63,40,61,9,0,56,6,11,0
2,2022,294352144,2418,26,52,66,55,115,95,43,69,47,0,9,31,8,1
1,2014,972164968,7536,7,44,19,135,76,58,46,67,65,0,13,4,2,0
1,2017,920045682,10431,7,71,53,181,172,60,77,78,45,0,12,6,9,0
1,2016,2420461338,15722,16,231,37,1509,99,40,45,56,69,0,9,5,2,0
1,2015,1947371785,25744,4,122,94,1992,136,36,12,57,9,0,14,8,0,1
1,2019,244658767,1640,0,27,27,29,150,90,64,14,67,35,11,10,11,1
1,2023,68216992,34,0,0,0,0,92,71,41,31,79,0,10,5,2,1
5,2022,223582566,1845,16,20,8,30,95,77,72,87,17,0,7,5,4,0
3,2022,471819764,3301,30,72,64,64,102,83,58,83,21,0,10,5,3,1
1,2022,272377463,1911,0,23,71,14,145,70,34,55,43,0,16,6,0,1
1,2003,1361425037,20111,5,39,0,7341,110,50,24,86,0,0,64,4,1,0
2,2023,149778242,1529,0,32,18,39,95,64,30,77,46,0,38,6,0,0
2,2023,116599790,615,2,22,82,8,94,68,81,82,53,0,9,13,3,1
1,2022,148469433,811,4,11,58,5,142,61,92,91,0,0,26,3,10,0
2,2022,497225336,5730,10,108,16,197,145,59,20,74,1,0,15,5,9,1
1,2023,88791109,356,4,4,20,0,121,64,67,80,0,0,36,3,9,1
1,2023,125917280,604,6,22,101,0,140,66,43,76,49,0,12,3,6,1
3,2023,105062254,1190,0,29,3,18,137,84,44,67,8,0,11,6,4,1
1,2023,95623148,579,0,11,54,0,104,56,72,85,0,0,15,3,11,0
1,2023,144584800,1553,2,61,6,48,92,57,68,76,7,0,33,3,8,0
1,2022,298063749,2301,20,49,23,110,146,74,51,45,86,0,21,38,5,1
1,2023,166570053,134,4,4,6,0,120,56,20,43,89,0,12,4,5,0
1,2023,83021468,430,0,15,17,0,144,68,83,81,9,0,8,4,5,0
2,2022,139836056,86,0,11,101,0,94,59,44,56,80,0,6,3,1,0
1,2022,303216294,629,14,32,3,9,94,73,65,79,5,2,11,6,11,0
2,2022,221409663,1701,15,30,15,34,113,79,66,74,8,0,11,5,10,1
2,2023,58890931,329,0,14,35,1,148,50,49,76,12,0,12,3,7,0
1,2023,81419389,1168,0,45,11,20,98,70,29,73,12,0,11,26,4,0
1,2022,156777415,162,6,1,10,1,140,58,26,38,91,0,10,4,3,0
1,2022,284908316,2536,6,59,100,58,100,36,28,28,81,0,18,3,10,0
2,2023,93438910,387,11,11,15,14,140,86,68,79,39,0,11,29,9,0
1,2022,363472647,892,17,20,119,12,100,59,78,94,27,0,29,23,7,1
1,2011,372476382,3909,0,66,26,277,100,59,49,65,2,0,13,3,1,1
2,2022,380726517,3645,15,118,34,150,132,87,82,70,42,0,21,5,0,1
1,2023,56533272,282,0,6,15,0,142,49,48,67,10,0,26,3,5,0
1,2023,175399345,888,22,11,24,7,176,72,96,63,25,0,21,7,7,1
1,2022,203221468,968,4,16,53,1,140,53,51,70,49,0,14,3,9,0
1,2000,1624165576,25065,6,63,0,6808,105,55,40,90,1,0,32,6,6,1
1,2022,134294498,531,4,20,1,71,135,81,97,77,75,0,35,3,8,0
1,2022,70069745,242,0,12,2,13,128,82,61,59,30,0,12,4,7,1
2,2022,609293408,5281,14,94,21,80,101,74,43,69,12,0,12,7,8,0
1,2022,671365962,2590,30,20,64,35,122,88,43,50,7,0,14,5,2,0
1,2022,362361576,1769,34,16,19,21,105,76,49,56,80,12,10,13,0,1
2,2022,93587665,454,4,6,1,21,83,53,40,36,73,0,11,33,4,0
4,2021,1223481149,6180,7,122,88,580,77,72,59,76,24,0,42,28,3,1
1,2017,1022258230,3600,11,7,0,203,140,75,18,25,78,0,11,26,3,1
2,2022,263453310,1254,6,26,69,73,158,65,72,95,31,0,92,5,4,0
2,2019,1435127549,6398,31,177,109,305,176,75,43,65,15,0,11,32,10,0
2,2022,236857112,660,15,19,59,18,98,73,88,57,56,0,5,2,3,0
1,2023,147538971,1283,0,57,4,48,107,66,47,40,72,0,11,3,3,1
1,2020,698086140,8084,6,45,115,218,109,66,16,57,10,1,12,3,8,1
1,2022,723894473,2332,2,0,0,25,109,84,72,74,10,0,34,7,2,1
1,2023,34450974,203,0,5,9,0,148,53,61,81,5,0,36,4,0,0
1,2020,403097450,685,14,24,94,9,158,60,52,76,17,0,19,5,9,1
2,2022,309483971,2460,13,53,7,56,94,74,64,73,6,0,10,6,8,1
1,2022,319566866,288,6,11,80,1,96,70,40,51,35,0,10,4,9,1
1,2022,909001996,4572,33,74,113,85,100,80,29,67,29,0,12,3,8,1
2,2021,1061966512,6127,13,0,0,0,105,58,42,68,1,0,14,4,1,0
1,2023,32526947,166,0,2,10,0,125,53,32,66,38,0,9,3,0,0
1,2023,124988687,1838,0,105,41,114,170,56,56,63,13,0,19,27,9,1
3,2023,103787664,1890,0,86,1,49,115,70,84,90,17,0,41,6,0,0
1,2023,134255790,2098,16,88,24,101,122,64,25,89,0,0,15,9,11,0
1,2022,301051721,761,12,23,95,11,105,88,82,80,8,0,11,8,2,1
1,2022,156338624,1225,0,27,0,28,133,66,74,84,25,0,21,4,8,0
2,2023,152850295,415,2,15,40,21,100,79,60,68,7,0,26,4,0,0
1,2022,309653982,3469,0,71,95,31,120,82,55,45,15,3,9,10,6,1
1,2022,297328960,3311,0,129,31,212,177,25,17,30,90,0,13,3,1,0
1,2022,332506354,2616,0,113,17,208,142,64,31,72,15,0,9,5,5,1
1,2016,480507035,3006,16,47,60,87,144,57,47,84,1,1,52,4,7,1
2,2019,1065580332,4260,0,113,92,259,120,65,80,86,9,0,19,10,3,1
1,2016,122763672,482,0,9,1,12,135,92,73,51,55,0,15,6,5,0
1,2022,445763624,4013,10,107,44,750,107,81,82,78,38,0,12,4,3,0
6,2022,1365184,138,4,13,78,2,105,82,62,74,10,0,33,7,10,0
2,2022,184308753,1368,0,12,1,11,108,44,38,77,9,0,9,20,9,1
1,2015,789753877,17852,4,69,76,335,147,51,62,79,22,13,14,3,0,1
3,2022,323358833,889,20,11,78,35,115,71,34,88,16,0,44,4,0,0
2,2022,606361689,4796,9,124,66,212,174,70,57,64,23,0,8,32,8,0
3,2023,120972253,658,6,33,7,53,90,68,83,71,3,0,31,8,2,1
1,2022,338564981,3009,2,68,89,65,141,41,9,25,84,1,14,4,7,1
1,2014,1606986953,17492,3,136,24,1959,82,68,50,49,56,0,8,4,8,0
1,2020,1301799902,6170,7,82,1,231,92,47,25,43,62,0,32,3,8,0
6,2022,140187018,130,4,21,79,2,116,77,65,80,6,0,15,4,11,1
2,2017,1897517891,27705,10,537,122,2726,124,79,59,86,4,0,8,11,1,1
1,2023,107642809,359,0,12,56,13,125,71,83,89,1,0,17,9,2,1
1,2022,551305895,1963,16,57,119,77,90,80,71,69,2,0,27,10,0,0
3,2022,556585270,5491,14,128,84,75,83,46,34,64,31,0,7,34,4,0
1,2019,2303033973,27119,0,532,77,1535,124,79,68,79,1,0,10,8,3,1
1,2014,646886885,1776,14,1,9,3,140,58,4,60,7,41,8,3,11,0
2,2022,222612678,1473,4,27,64,66,154,64,61,91,15,0,72,4,0,0
2,2021,1814349763,13315,0,300,47,690,150,74,89,70,2,0,5,6,6,1
1,2020,872137015,4057,8,78,21,240,186,41,9,61,2,0,12,5,7,1
1,2015,571386359,3045,6,43,53,134,166,40,23,48,5,0,12,3,11,1
2,2022,304079786,3006,12,54,32,66,107,87,20,83,0,4,31,9,0,0
3,2022,174006928,852,0,14,1,50,87,87,52,52,31,0,28,24,10,0
1,2022,284785823,2163,15,72,97,58,82,40,39,64,21,0,7,7,11,0
1,2022,163284000,1484,0,22,51,12,114,46,60,28,91,0,21,4,1,1
1,2022,246390068,1703,0,38,45,36,148,47,15,52,38,13,29,5,11,0
1,2022,482257456,4169,44,57,44,183,140,91,97,57,38,0,40,29,9,0
1,2022,168684524,1054,0,9,0,15,101,90,76,81,15,24,33,6,10,0
3,2022,78489819,2849,0,39,45,27,140,81,6,84,5,23,6,6,4,1
3,2022,195516622,1602,0,12,22,12,88,49,24,66,19,0,18,29,10,1
1,2021,1260594497,9644,28,120,86,164,180,64,44,65,28,0,14,12,4,0
1,2022,428685680,4827,0,104,17,76,133,95,91,89,6,0,31,24,5,0
1,1985,1024858327,21811,0,117,1,676,108,63,20,55,72,0,6,6,2,1
1,1973,838586769,168,0,0,0,5,80,39,24,43,39,0,23,3,8,1
1,2022,199386237,688,0,14,1,17,75,80,46,62,3,6,11,46,3,1
2,2021,972509632,10565,44,238,122,557,121,67,26,64,52,0,17,10,9,1
2,2022,213438580,1612,0,34,54,34,140,58,17,62,18,0,20,8,5,1
1,2020,1555511105,12755,8,344,97,945,126,81,59,90,5,0,36,3,3,1
1,2022,210038833,574,4,38,101,26,102,58,29,94,0,0,9,11,4,0
1,2022,227918678,2499,0,70,0,49,82,70,31,34,60,1,11,4,1,0
1,2020,826623384,10426,2,133,109,182,121,46,53,78,23,0,72,6,4,1
2,2020,1802514301,15894,8,198,13,544,103,70,92,83,1,0,7,6,9,1
1,2021,1329090101,9424,0,202,50,463,108,82,88,76,9,0,12,9,8,1
1,2022,181831132,713,7,2,4,6,85,65,36,47,31,0,12,10,8,1
2,2022,462791599,7758,28,173,79,175,125,84,70,69,1,0,5,5,4,1
1,2022,348647203,2537,2,8,18,20,120,69,40,39,41,0,13,6,5,0
3,2022,366599607,292,6,26,98,4,94,58,44,57,57,0,10,3,0,0
3,1930,90598517,323,0,4,0,14,130,65,49,80,22,4,7,5,9,1
2,2012,1479264469,14143,4,56,38,1891,110,74,51,74,2,0,29,4,7,0
1,1994,1449779435,25653,0,387,132,2094,150,34,33,63,16,0,7,4,10,0
1,1984,1159176109,22153,0,274,111,1302,107,74,88,65,28,0,46,3,3,1
1,1958,769213520,14994,0,191,168,206,140,70,85,41,71,0,45,5,11,0
1,1957,741301563,10326,0,165,99,104,119,74,78,37,84,0,6,3,5,0
1,2011,807561936,12353,0,35,0,549,93,35,38,23,91,0,29,3,7,0
1,2013,834129063,9408,0,231,106,439,133,46,53,63,5,0,30,18,10,0
1,1963,663832097,8879,0,182,107,160,202,24,76,60,77,0,12,4,10,0
1,1959,446390129,6512,0,88,1,277,134,45,72,24,91,0,18,4,4,0
1,2017,690104769,5140,0,85,110,500,105,72,33,51,48,0,9,3,4,0
1,2013,485285717,6596,0,144,99,251,160,51,69,81,0,0,21,5,11,0
1,1970,520034544,3788,0,21,3,10,148,50,96,82,47,0,34,4,5,0
1,2011,476244795,7655,0,5,0,291,151,65,70,47,87,0,9,4,10,0
1,2011,629173063,9577,0,195,111,310,162,67,88,54,51,0,9,4,9,1
1,1963,404664135,10114,0,114,74,262,92,53,84,77,40,0,32,3,5,0
1,2022,98709329,1007,0,5,31,1,152,65,35,65,44,18,21,7,4,0
1,2022,110849052,1127,0,16,63,8,65,71,55,26,85,0,13,8,1,1
4,1971,460492795,10829,0,130,1,390,147,33,39,61,32,0,77,3,5,0
2,2022,94005786,1042,0,7,29,3,150,73,71,69,53,0,32,9,2,1
1,1952,395591396,7930,0,108,120,73,140,67,81,36,64,0,15,3,0,0
1,1946,389771964,11500,0,140,72,251,139,36,22,15,84,0,11,4,4,0
1,1979,403939487,1685,0,1,0,29,95,75,74,58,36,0,9,3,3,0
1,1984,481697415,14169,0,209,30,449,115,60,23,57,0,2,27,3,0,0
2,2022,110073250,1634,0,16,20,4,125,62,59,43,84,3,11,5,9,0
1,2022,88092256,906,0,6,21,3,76,60,19,20,78,0,11,5,0,0
1,1984,351636786,1087,0,90,35,5,101,72,91,87,14,0,13,3,4,1
2,1950,473248298,10585,0,126,108,406,143,60,86,32,88,0,34,6,5,0
1,2022,73981293,827,0,6,18,1,119,51,51,66,67,0,9,23,10,1
2,2022,155653938,1420,4,13,87,17,78,67,22,59,76,1,15,16,1,0
3,1942,395591396,11940,0,73,79,123,96,23,19,25,91,0,40,3,1,0
1,1986,429504768,888,0,50,0,6,180,51,87,58,36,0,18,4,1,0
1,1963,242767149,9122,0,121,58,212,126,34,35,76,39,0,8,5,6,0
1,2022,65362788,892,0,3,17,2,150,43,42,44,57,0,15,6,8,0
1,2022,67540165,989,0,5,9,1,90,53,47,74,9,0,34,4,5,0
1,2022,62019074,819,0,14,22,0,160,72,78,68,28,0,11,12,8,0
2,2017,135723538,2209,0,72,90,141,114,59,60,94,24,0,10,4,0,0
3,1958,295998468,6290,0,89,39,158,113,73,72,32,77,0,15,5,10,0
1,2000,261116938,6952,0,115,53,286,147,67,69,72,17,0,19,3,0,0
2,2022,136689549,313,2,10,6,7,100,70,92,59,3,0,10,3,3,1
1,2022,135611421,353,2,2,74,14,155,49,42,77,3,0,12,9,11,0
1,2021,356709897,4094,0,66,96,43,107,54,41,39,51,0,11,16,10,1
2,2022,110649992,880,0,3,7,10,112,80,15,54,9,0,38,5,11,0
1,2022,301869854,573,0,1,0,18,166,70,57,57,9,20,11,7,4,0
1,1959,127027715,3299,0,65,39,41,107,69,96,36,81,0,8,4,9,1
1,2022,57144458,811,0,6,11,3,81,47,33,68,24,0,22,38,11,0
1,2022,56870689,899,0,2,14,2,150,79,77,46,5,0,11,7,4,0
2,2022,323437194,2415,0,33,57,30,110,66,19,32,69,0,12,4,1,0
1,2022,317726339,2304,0,12,16,14,108,64,4,40,6,0,10,6,10,0
4,2022,116144341,1003,0,21,0,44,130,89,48,74,30,0,7,36,7,1
1,2022,328207708,2699,0,39,35,22,164,70,39,56,6,0,9,7,10,0
2,2022,608228647,2482,20,27,77,22,114,80,42,68,2,0,66,4,3,1
2,2005,180577478,2577,0,108,56,30,93,63,93,88,1,0,12,4,8,0
2,2021,809306935,6821,34,83,58,128,90,87,51,69,36,0,9,8,4,1
1,2022,49262961,714,0,0,9,2,128,45,35,68,78,0,39,8,3,0
2,2022,614555082,3185,4,38,64,37,97,83,47,80,2,0,24,9,1,0
1,1958,245350949,8612,0,120,30,52,152,69,94,71,79,0,7,8,10,1
1,1957,178660459,4326,0,32,3,65,175,51,94,34,73,0,10,5,11,0
1,2022,51641685,680,0,2,15,1,116,61,48,55,67,0,16,8,5,0
2,2022,78139948,398,0,2,2,6,80,33,51,59,76,0,44,6,8,1
2,2022,322336177,3328,13,39,50,57,93,63,34,86,26,0,21,39,3,1
1,2021,1007612429,7215,0,170,12,575,122,70,42,54,30,0,37,5,7,0
1,2022,326792833,4440,0,81,77,133,122,70,91,79,3,0,7,10,10,0
1,2022,391251368,2881,6,13,89,34,135,70,60,58,4,0,16,3,1,1
3,2022,349585590,2235,0,65,7,70,109,60,45,47,62,0,31,5,8,0
1,2022,339659802,3711,0,49,88,62,93,65,82,74,27,0,32,5,0,1
2,2021,674772936,12403,0,183,63,465,125,85,64,81,2,5,7,9,3,1
7,2021,432719968,2785,0,95,89,44,206,58,83,45,36,0,11,8,0,1
1,2021,1309887447,14114,17,252,109,965,130,76,44,77,1,0,13,3,10,0
1,2022,119238316,1915,0,7,47,15,121,80,62,51,2,0,9,8,10,1
1,2022,116903579,2297,0,11,29,14,123,74,35,73,0,0,21,5,9,1
1,2017,888046992,4375,0,24,0,396,122,67,50,67,15,0,30,4,3,1
1,2022,200660871,2800,0,18,77,61,143,53,50,79,0,0,8,3,0,0
1,2021,130655803,2597,0,17,80,38,121,70,35,77,1,0,26,4,2,1
1,2021,1887039593,15563,6,259,55,461,166,56,68,66,28,0,11,18,9,1
3,2022,88103848,1420,0,7,18,7,135,41,27,64,36,0,60,3,4,0
1,2022,101114984,1292,0,3,18,14,87,49,49,59,44,0,35,21,7,1
2,2021,1575467011,15867,0,382,65,497,111,77,74,66,30,0,13,3,11,0
2,2022,91656026,1178,0,9,10,9,110,75,85,84,10,0,31,19,5,0
1,2021,1042568408,6672,0,125,36,150,130,66,19,61,30,0,9,7,4,0
1,2020,1735441776,12329,0,275,19,738,179,61,76,51,30,0,38,15,11,1
1,2019,726837877,5669,2,74,0,262,93,74,53,73,61,0,13,4,8,1
1,2022,53933526,811,0,1,8,6,78,27,10,49,62,0,49,5,1,1
1,2021,267758538,1756,0,38,48,20,180,65,37,58,2,0,4,31,5,0
1,2022,74601456,1014,0,1,17,11,86,28,13,41,50,0,19,3,1,1
1,2021,920797189,7963,0,173,7,298,88,74,55,85,1,0,5,22,4,1
2,2021,539595276,4771,0,68,18,75,97,68,72,78,4,0,7,5,4,0
1,2017,1367810478,8559,0,183,64,964,134,71,59,80,13,0,36,5,3,1
2,2020,578207856,3221,2,67,13,139,116,75,36,76,12,0,10,10,5,0
3,2021,775542072,3423,26,61,65,53,170,64,14,70,9,0,9,8,7,1
1,2021,863625566,2566,13,44,109,131,140,83,40,55,16,0,14,23,4,1
2,2021,656013912,9151,6,240,107,268,118,75,46,76,3,0,9,4,10,1
1,2021,1056760045,8476,0,138,133,283,65,31,31,24,76,0,14,4,0,0
2,2021,611994237,7495,17,114,172,284,120,56,16,67,0,0,11,4,0,1
2,2021,1230855859,5257,6,85,43,134,176,29,12,33,68,0,12,5,6,0
1,2021,582981380,1795,0,34,23,118,180,59,69,61,84,0,46,36,11,1
1,2021,1858144199,12685,3,185,61,485,144,59,21,43,76,0,10,7,2,0
3,2021,240684449,648,1,14,3,81,133,82,52,61,38,0,14,27,9,1
1,2021,583687007,4635,5,50,49,30,93,63,21,52,28,0,9,3,0,0
1,2022,63803529,1184,0,1,5,6,122,77,25,62,34,0,23,3,2,0
1,2021,466214729,4431,0,105,7,199,88,53,55,73,9,0,3,5,4,0
4,2022,236940480,759,3,32,0,12,170,70,61,44,40,0,37,4,8,1
1,2022,41924466,733,0,0,2,2,94,46,55,50,71,0,10,11,8,1
1,2021,225259194,2795,0,45,0,107,170,65,46,47,12,0,13,16,2,0
3,2021,393230256,2780,2,54,21,57,90,79,79,70,57,0,66,8,7,1
1,2021,287201015,1950,0,56,8,104,78,40,7,29,62,0,9,3,10,0
1,2018,599770206,3947,12,33,102,93,94,57,36,58,5,0,15,3,5,0
1,2021,342779426,2551,0,52,15,35,73,83,11,41,0,0,36,14,5,0
2,2021,673801126,5375,10,138,24,133,176,73,79,86,42,0,7,18,4,0
1,2020,1168642797,11975,8,188,75,268,128,81,57,63,40,1,10,4,6,1
3,2019,540539717,2696,0,42,2,57,120,58,44,60,44,9,5,6,11,0
3,2021,383550148,4963,0,63,40,76,82,63,85,62,6,0,35,4,5,0
3,2020,530511203,6734,0,47,14,90,95,77,40,47,2,0,9,3,5,0
1,2022,37307967,715,0,0,1,2,118,44,52,94,11,0,4,29,0,0
1,2021,510876816,3047,9,77,31,85,123,75,93,86,8,0,14,3,3,1
3,2021,1445941661,14140,0,231,52,612,90,63,49,68,38,0,42,18,0,0
2,2020,1763363713,11215,21,189,166,525,110,73,14,57,40,0,11,5,7,1
2,2021,374191487,1678,12,20,4,15,96,66,76,82,47,0,10,32,4,1
1,2022,108809090,2035,0,41,122,394,88,56,58,55,35,0,23,11,5,1
3,2021,436695353,2780,2,86,76,59,98,73,60,85,17,0,24,5,1,1
3,2021,421040617,4091,0,105,2,73,110,72,67,68,0,0,14,4,0,1
1,2020,501541661,2868,0,43,15,116,80,70,57,49,19,0,12,8,0,0
3,2021,354065229,3643,0,69,3,70,110,86,31,53,43,0,11,6,4,1
1,2021,1143647827,4779,6,180,135,223,110,79,70,36,0,0,6,11,11,0
3,2022,311395144,3517,0,54,28,43,78,77,49,42,1,1,13,19,4,1
2,2021,672656250,5073,0,83,9,100,129,83,44,62,2,0,8,6,11,0
1,2021,1256880657,7545,4,117,39,141,181,44,22,60,61,0,42,9,1,0
1,2020,1692897992,8528,5,239,163,583,114,75,74,77,1,0,9,10,9,1
1,2021,245095641,2979,0,44,0,159,144,74,39,65,5,1,11,35,5,0
2,2019,686734357,7731,2,110,145,447,101,66,18,68,9,0,12,4,5,0
2,2021,261414174,1057,0,17,5,21,84,67,78,63,29,0,12,5,5,0
3,2021,610045621,3272,19,101,34,70,154,66,63,69,21,0,11,7,9,0
3,2021,1115880852,14417,0,237,123,569,148,59,72,62,18,0,9,3,8,0
3,2021,594482982,5199,0,45,43,45,146,85,22,37,13,0,7,30,8,1
2,2021,566954746,6026,0,171,51,187,120,77,51,79,20,0,26,6,3,1
1,1970,0,2877,0,16,0,54,110,53,75,69,7,0,17,3,1,0
2,2021,374706940,4640,3,81,93,507,136,77,82,30,95,0,13,5,0,1
3,2021,184937148,1150,0,20,38,12,141,59,56,63,12,0,6,36,4,0
1,2022,31959571,768,0,1,1,3,108,46,23,48,75,30,14,4,1,1
1,2021,167076418,925,0,24,47,74,94,42,47,36,76,0,9,5,0,0
1,2015,824420218,3006,3,23,21,121,180,35,41,94,0,63,5,5,1,0
1,2021,363467642,3098,0,111,5,182,122,77,51,79,5,0,16,5,2,0
1,2015,1127468248,9771,4,42,70,384,85,59,33,52,7,15,12,3,2,0
2,2022,60680939,807,0,3,0,5,148,68,29,73,0,0,7,7,4,0
1,2021,247737946,521,1,17,89,11,120,83,59,73,6,0,5,11,1,0
2,2020,1699402402,12854,0,237,27,636,91,70,76,72,22,0,27,4,10,1
2,2021,154797871,802,0,13,27,8,120,72,54,71,26,0,10,4,7,0
1,2021,198883004,731,0,14,14,24,106,86,86,79,11,0,8,9,0,0
1,2022,124407432,788,0,13,0,32,110,63,31,35,93,0,29,3,2,0
1,2021,850608354,3069,4,25,46,105,169,39,36,45,81,0,8,13,9,0
1,2021,376333030,4651,0,24,6,105,118,80,21,55,1,0,26,17,4,0
1,2021,516784627,4999,0,43,19,73,92,91,79,66,32,0,9,16,11,1
1,2019,1608045237,8327,24,205,130,625,112,45,19,60,63,0,9,6,6,0
1,2020,506778838,3297,3,25,3,52,140,79,56,91,26,0,13,21,5,0
1,2010,1472799873,35684,6,195,125,6280,105,73,52,76,13,0,5,3,11,0
1,2021,513643924,3506,10,103,76,100,178,76,63,77,14,0,15,22,8,0
2,2021,261286503,2999,0,60,17,154,108,96,71,42,57,0,8,9,10,1
1,2021,783706581,3681,0,20,21,99,173,40,19,29,86,0,34,4,1,0
3,2021,422691058,4846,10,54,16,259,101,67,40,90,3,0,34,6,4,0
1,2020,1062345656,14311,0,255,32,582,120,80,24,62,41,2,11,23,11,1
1,2020,1252563873,8207,0,175,55,95,144,73,66,80,44,0,9,12,0,0
1,2021,851070493,4873,0,65,88,434,133,75,96,61,0,0,18,4,4,0
2,2021,263894529,772,0,7,3,89,158,46,62,83,53,0,97,28,11,1
1,2021,345903614,1150,0,20,99,44,120,81,92,90,9,0,8,7,1,0
1,2020,951637566,5398,4,111,127,210,129,61,59,46,56,0,13,5,0,0
2,2016,956865266,7370,0,92,127,1219,102,74,45,89,5,0,26,13,10,0
4,2021,427486004,6890,0,122,11,201,124,79,79,84,2,0,5,5,11,1
1,2016,156658366,1966,0,4,2,50,90,73,31,45,85,24,11,3,7,1
1,2021,624515457,2226,0,29,0,44,161,78,65,52,46,0,12,31,9,1
1,2017,777765388,4204,0,39,45,250,120,60,11,33,90,0,8,5,10,0
1,2021,412795151,1959,0,19,0,38,81,45,12,57,7,0,23,3,0,0
1,2019,1138474110,7191,0,146,18,478,150,78,47,70,18,0,15,9,7,1
2,2021,355219175,2012,0,101,12,38,105,76,58,84,10,0,13,10,11,0
1,2021,290228626,1211,2,30,2,5,79,63,76,67,38,0,6,4,9,0
1,2010,1062956628,7109,2,5,0,862,146,52,7,61,51,0,11,3,4,1
1,2020,1180094974,6638,0,167,19,318,124,64,8,37,79,0,9,5,7,0
1,2014,1456081449,17354,8,92,122,1282,126,53,66,85,2,0,24,4,9,0
1,2021,432702334,6392,0,174,73,344,121,75,53,74,2,0,11,5,11,0
3,2021,489945871,5481,0,144,30,86,136,80,33,60,0,0,32,14,3,1
1,2021,465959382,2636,3,36,82,39,102,77,26,63,58,0,11,5,1,1
3,2021,1223481149,824,0,8,8,8,77,73,54,74,23,0,41,23,10,0
1,2019,2864791672,24529,0,533,167,3595,98,82,54,59,69,0,18,10,9,1
1,2017,2288695111,14749,0,188,34,710,84,44,22,48,38,0,33,24,3,1
2,2021,720825549,8087,0,92,34,131,102,89,77,82,3,0,17,11,11,0
1,2013,2086124197,27221,0,308,118,4534,120,42,33,26,92,0,13,3,11,0
1,1991,1690192927,49991,9,265,121,12367,117,52,73,91,0,0,11,7,4,0
1,2019,991336132,6646,0,107,47,584,72,45,27,33,82,0,14,4,1,1
2,2021,593917618,5403,6,118,116,96,168,67,29,47,5,0,22,26,4,0
2,2021,200972675,755,4,22,3,0,94,52,68,69,13,0,33,8,4,0
1,2022,71014967,254,0,0,4,23,145,41,65,88,0,0,26,5,11,0
2,2021,560222750,6308,5,114,15,63,134,71,14,61,1,0,23,33,4,0
