artist_count,released_year,streams,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_encoded,mode_encoded
1,2003,1806617704,51979,15,306,99,5063,148,35,24,93,0,0,10,8,4,0
1,2022,77337771,246,0,2,12,10,127,60,40,89,9,0,60,6,7,1
3,2021,528544703,6556,0,93,5,67,172,74,79,66,11,0,8,16,9,1
1,2019,865640097,5728,0,85,87,179,90,75,19,46,21,4,34,8,3,0
2,2018,2159346687,16636,12,368,155,2854,96,57,30,40,38,0,26,3,10,0
1,2022,211372494,461,0,10,56,17,138,74,65,67,46,0,36,4,10,1
2,2021,651732901,4893,4,143,24,110,120,72,67,72,0,0,13,4,10,0
1,2021,608334048,1801,2,77,134,74,125,70,65,74,1,0,34,4,1,0
4,2021,863756573,12043,0,209,54,710,123,82,80,86,1,0,30,13,5,0
1,2021,797402345,4731,0,141,12,78,81,79,44,54,41,0,13,24,9,0
2,2002,1695712020,22923,0,78,46,2515,171,55,10,85,7,0,8,20,4,0
1,2019,1759567999,9974,2,272,67,1066,91,77,60,32,84,0,8,5,3,0
8,2021,223319934,1560,0,72,0,0,84,56,61,76,10,0,14,11,10,1
2,2022,54937991,620,0,17,3,3,115,90,74,54,16,0,13,28,8,1
2,2021,226897599,3270,0,89,21,65,125,69,70,89,4,0,49,3,0,0
2,2021,258316038,580,0,24,92,93,122,80,62,69,28,0,13,7,9,1
2,2021,596152090,3406,16,61,23,70,92,85,92,54,16,0,29,7,5,0
3,2021,177129919,903,0,30,26,15,90,63,75,75,17,0,11,8,9,1
2,2022,716591492,6809,28,151,102,175,94,84,90,70,9,0,14,8,7,1
2,1999,1210599487,33966,0,141,78,6591,93,81,53,78,18,0,6,24,3,0
1,2022,246376690,590,5,4,113,20,130,51,50,76,30,0,10,7,5,1
1,2022,496311364,3766,0,76,0,102,180,35,23,61,23,0,19,6,10,1
2,2022,146789379,1430,0,46,1,34,134,53,31,31,92,0,28,3,0,0
2,1999,843309044,31762,0,142,40,5451,95,92,31,89,3,0,8,25,6,1
1,2022,500340342,4049,0,119,6,85,184,69,91,63,11,0,9,31,9,0
3,2022,107255472,2096,0,34,3,30,147,47,50,80,10,0,32,38,11,1
2,2022,135079152,1175,0,34,1,31,123,52,44,60,40,0,26,3,10,0
1,2012,822239726,29499,11,124,27,587,123,91,49,61,3,0,17,22,2,1
1,2002,1202722675,30427,7,235,106,5221,90,90,79,71,26,0,7,37,9,1
1,2022,343197054,2711,0,105,12,51,160,61,65,64,1,0,12,4,5,1
1,2013,240769997,4310,0,13,0,113,115,60,37,71,8,0,48,4,4,0
2,2019,426204830,5342,0,33,123,7,141,37,17,67,2,0,34,9,6,0
1,2016,421135627,2393,0,22,13,65,160,31,30,88,7,0,8,8,1,0
1,2019,554875730,3444,7,24,85,102,145,57,23,66,4,6,15,4,3,0
1,2019,467727006,5443,0,45,1,80,89,46,43,43,23,8,8,22,0,1
3,2020,327498031,272,4,7,21,2,95,84,49,72,8,0,15,8,8,1
1,2021,185408548,975,0,11,0,10,160,60,47,62,3,0,38,4,5,0
7,2022,245400167,1034,1,19,5,12,174,67,74,75,44,0,7,30,8,1
3,1995,579395142,18773,0,128,17,1663,92,77,76,84,3,0,38,4,10,0
2,1999,675039469,19067,0,78,15,1674,134,93,61,74,9,0,17,8,11,0
2,2021,252871192,3541,2,57,13,50,172,31,4,86,1,0,28,17,3,1
1,2021,231996128,1492,0,44,63,91,80,76,92,62,6,0,8,13,1,0
1,2017,1929770265,33206,1,284,114,1481,150,91,42,60,0,0,9,12,4,1
2,1999,918915401,17115,0,83,63,4180,80,78,53,74,4,0,45,21,9,1
2,2020,1180896317,6955,0,65,45,398,166,81,83,75,14,0,29,34,2,1
1,2017,498960285,2742,0,5,1,62,120,67,8,54,27,0,8,4,11,0
1,2020,685071800,4214,11,21,20,40,92,86,89,79,17,0,11,6,0,0
1,2022,258714692,2026,0,47,3,42,85,74,61,52,30,0,26,9,11,1
2,2022,143139338,352,0,10,0,39,154,79,86,52,66,0,9,7,5,1
2,2021,209768491,1517,0,42,7,15,92,73,37,74,28,0,14,6,5,1
2,2022,64714573,847,0,25,0,14,140,89,75,70,6,0,13,5,3,0
1,2022,50746620,910,0,20,3,24,89,65,60,60,11,0,10,40,4,0
1,2022,154119539,601,0,28,73,64,135,89,89,86,16,0,8,5,8,1
1,2021,181328253,1800,0,43,36,46,140,51,66,53,60,0,11,18,11,1
1,2015,370068639,1930,0,3,0,28,82,47,44,76,8,91,9,3,6,0
1,2014,2280566092,33032,0,363,129,3895,79,78,58,45,47,0,18,3,5,0
1,2019,563902868,6332,0,47,116,266,88,31,31,63,47,27,21,12,8,0
1,2021,317622165,509,9,8,106,6,139,44,18,38,70,0,12,4,8,0
2,2022,291709698,971,2,35,104,93,124,73,68,83,55,0,90,7,0,1
1,2019,203680270,2578,0,8,67,66,80,39,45,55,73,0,9,21,11,1
2,2022,81350745,1064,0,42,1,26,120,84,54,51,47,0,12,40,4,1
1,2019,282883169,3618,0,21,86,138,80,56,19,46,92,72,11,3,7,1
2,2022,64787943,1040,0,8,0,29,117,92,62,86,11,0,24,24,4,0
2,2019,2484812918,15010,2,453,50,1785,117,76,77,52,4,0,8,3,1,1
2,2019,461437791,4708,0,13,7,55,140,62,46,73,10,0,67,11,8,1
1,2019,1439191367,13454,1,246,71,519,99,68,57,77,2,0,10,5,11,0
2,2020,759208783,4890,20,52,42,100,93,74,59,87,3,0,8,5,4,0
1,1991,368646862,9514,0,45,27,1197,106,44,8,20,74,42,11,3,11,0
2,2022,299634472,3501,0,69,2,51,124,81,68,63,17,0,10,22,10,0
2,2022,756907987,6111,4,185,40,492,95,76,96,70,18,0,33,4,11,0
1,2022,682475162,5415,32,46,16,53,96,87,82,53,10,0,5,8,2,1
1,2021,546191065,4673,2,123,113,180,92,81,40,73,15,0,9,8,7,1
1,2022,229473310,1856,3,29,40,31,124,95,36,37,35,0,10,28,10,0
1,2022,202677468,200,2,12,4,0,72,64,76,44,70,9,12,4,9,0
1,2022,121913181,1888,0,26,1,58,71,28,26,20,19,0,30,3,0,1
2,2022,208166039,911,2,45,0,99,135,78,55,57,4,0,10,8,1,1
1,2004,527033089,2954,2,18,82,0,95,81,56,70,4,0,5,24,2,0
2,2022,94616487,461,0,7,11,13,71,59,70,74,56,0,11,40,4,1
1,2021,394030335,2844,2,29,2,35,180,80,71,68,6,0,10,37,2,1
1,2022,193443895,2939,0,42,0,24,150,65,11,58,0,0,12,9,7,1
1,2022,299648208,695,11,16,41,13,189,55,86,44,40,0,7,4,11,0
1,2022,182978249,328,0,10,21,7,85,72,55,64,49,0,7,4,0,0
1,2022,319757142,866,16,27,84,32,140,59,73,45,44,0,34,3,10,0
2,2013,109091573,1550,0,0,0,14,81,77,68,70,6,0,17,20,0,0
2,2022,153240879,1729,0,26,1,19,104,80,24,65,2,0,9,4,5,1
1,2021,346127840,2005,0,16,5,43,129,42,33,44,62,0,8,6,3,0
1,2020,312622938,1188,0,13,1,15,94,76,81,80,20,0,25,4,4,1
1,1975,2197010679,40112,3,321,162,5691,71,41,23,40,27,0,30,5,0,1
1,2018,1200808494,3659,0,11,10,267,146,59,23,46,66,0,15,6,1,1
1,2020,797196073,9833,0,233,82,531,103,69,90,88,5,0,29,8,9,1
1,2013,1970673297,50887,34,315,160,6284,124,53,66,78,0,0,16,5,5,0
1,2021,665765558,3257,0,10,0,70,164,70,71,58,24,0,7,13,2,1
1,2021,263779030,1473,0,2,0,12,138,69,35,57,12,0,10,9,5,0
1,2020,339473453,2226,0,36,2,11,126,67,37,46,13,0,10,39,1,1
2,2017,2204080728,23375,21,336,188,2692,103,61,47,65,3,0,17,4,3,1
2,2016,2591224264,28032,0,315,159,2179,95,75,64,52,41,0,11,3,11,0
1,2022,135444283,290,0,9,66,10,200,39,28,77,4,0,6,29,3,1
2,2011,1457139296,42798,0,217,136,6508,129,86,75,52,54,0,10,4,0,0
2,2019,236872197,2605,0,15,48,50,98,68,33,43,38,0,36,14,9,1
1,2022,694525298,8737,0,163,32,137,107,91,32,56,3,0,11,10,11,0
1,2022,240661097,1105,0,32,0,19,174,58,56,83,5,0,7,4,0,0
1,2022,421365166,2499,21,68,24,43,92,45,27,67,32,0,13,14,11,0
2,2022,349746291,2697,1,55,3,32,90,81,59,83,9,0,11,5,10,0
1,2022,255120451,2092,0,75,11,44,147,60,58,69,2,0,58,4,8,0
1,2022,190981339,1185,0,21,0,31,143,68,41,55,16,0,10,12,4,0
1,2015,924193303,11985,0,79,80,250,101,76,63,71,3,0,10,3,6,1
1,2022,305771063,753,8,28,124,13,118,70,54,71,0,0,33,4,4,1
3,2022,273005485,2995,0,49,17,30,98,83,63,74,14,0,16,6,10,1
1,2022,89566512,225,0,11,0,7,138,72,22,46,24,0,9,6,4,1
1,2015,677389855,9243,0,155,5,577,114,59,30,62,1,0,8,4,8,1
2,2022,75476209,918,0,24,0,52,180,63,45,64,34,0,9,8,10,1
1,2021,408843328,1959,9,52,25,32,145,56,41,57,1,0,13,3,3,0
3,2022,187772591,540,4,26,3,39,115,78,63,64,1,0,7,4,11,1
3,2022,178512385,859,0,14,0,11,82,79,48,84,13,0,21,23,2,0
1,2022,101780047,1116,0,31,9,15,166,70,22,61,2,0,10,34,5,0
3,2022,118381354,273,2,12,2,4,92,86,91,79,29,0,60,16,0,0
1,2022,146363130,686,2,11,6,12,108,71,55,44,74,0,11,6,9,0
1,2022,126443991,226,0,5,0,4,84,71,63,45,45,0,11,3,7,1
1,2022,157990698,1264,0,20,4,52,95,69,90,91,6,0,35,4,6,1
4,2022,176290831,870,0,32,0,49,135,93,77,45,25,0,13,27,6,1
1,2019,1023187129,7556,0,124,24,254,110,57,6,27,84,0,9,3,7,0
2,1996,106933107,1370,0,46,8,60,88,89,59,64,5,0,19,7,10,0
1,2022,139193812,315,2,27,2,31,119,87,28,50,12,0,10,10,4,1
1,2022,212234990,651,0,6,188,20,120,58,71,80,15,0,7,41,4,0
1,2016,1714490998,12382,0,229,57,1370,122,86,97,80,36,0,9,6,5,0
2,2022,197643795,625,0,10,2,13,98,78,83,75,41,0,27,8,8,0
1,2019,807015863,8429,1,85,24,200,140,45,25,84,21,0,13,6,7,1
3,2013,933815613,52898,0,203,1,8215,116,79,87,81,4,0,10,4,9,1
1,2021,499710590,3436,0,32,6,46,124,86,62,49,51,0,35,21,6,0
6,2022,120847157,918,0,34,39,30,105,91,73,72,13,0,9,15,1,1
1,2022,53909146,181,0,16,14,7,118,68,24,58,44,0,6,3,11,0
1,2014,2236667932,18778,3,228,105,2453,108,61,20,38,61,0,10,5,7,0
1,2015,2123309722,22730,5,289,87,2430,100,61,53,38,84,0,28,44,7,0
1,2022,301242089,5542,0,52,16,65,140,81,39,66,38,0,12,14,6,1
1,2022,723894473,9021,0,242,49,272,109,84,72,74,10,0,34,7,2,1
3,2022,237351106,4627,0,38,13,32,101,78,40,74,36,0,17,27,4,1
1,2022,461558540,2229,0,27,44,24,78,56,61,90,36,0,18,31,8,0
1,2022,417230415,1112,6,7,30,13,93,79,22,55,31,0,12,5,0,1
1,2022,156898322,2575,0,4,5,12,87,52,32,83,24,0,17,43,11,0
2,2022,127309180,3107,0,4,0,22,153,55,50,78,19,0,11,35,2,1
1,2022,313113297,1179,0,7,21,11,142,87,93,59,28,0,17,5,0,0
1,2022,173702135,3486,0,20,10,33,96,85,41,43,39,0,12,21,2,1
2,2022,271666301,2942,0,42,28,43,125,50,39,78,4,0,11,33,0,0
1,2022,305650299,1443,0,9,11,22,85,71,43,65,23,0,9,5,2,0
2,2022,123216717,3028,0,22,0,23,140,92,78,57,46,0,14,9,4,1
2,2022,479655659,1796,8,8,25,18,196,66,58,79,23,0,22,20,3,1
1,2022,126191104,2729,0,3,7,13,134,78,51,43,69,0,14,9,10,0
2,2022,344055883,1195,0,8,30,13,103,80,45,62,76,0,10,38,4,1
1,2022,338422004,892,3,10,24,11,130,82,50,67,12,0,13,5,4,0
2,2022,68895644,1635,0,4,1,6,108,65,52,69,31,0,8,36,3,0
3,2022,86176890,2291,0,9,0,8,123,61,66,71,53,0,32,46,11,0
1,2022,403231558,1029,28,5,28,9,152,84,74,69,21,0,18,6,3,0
2,2022,319546754,1681,7,10,30,13,108,78,55,60,59,0,7,4,5,0
1,2022,61739839,1480,0,1,0,5,72,56,56,47,76,0,8,36,2,1
1,2022,283359161,829,0,4,15,10,121,86,67,65,42,0,35,7,9,1
3,2022,76831876,2308,0,7,0,7,138,57,71,82,19,0,15,29,6,1
1,2022,283332261,1004,1,8,12,9,188,50,41,50,69,0,12,6,8,1
2,2022,307752576,1367,0,48,4,34,110,80,26,85,23,0,11,21,4,0
1,2022,279737940,1112,3,7,25,12,105,81,77,79,19,0,47,8,11,0
1,2022,212351890,1209,0,9,7,14,118,63,60,70,5,0,9,31,11,0
2,2019,1304313953,9539,15,162,116,355,176,61,24,62,60,0,24,31,5,0
1,2022,150500965,1992,0,35,0,3,158,83,41,65,0,10,11,8,3,0
1,2022,246127838,897,0,6,20,8,115,85,72,58,9,0,49,12,4,1
1,2016,582863434,2948,0,10,2,150,110,51,48,82,0,0,5,3,3,1
2,2022,58687425,1860,0,1,0,3,174,73,26,54,30,0,34,32,1,0
2,2022,212109195,802,0,16,81,23,130,91,91,96,3,0,3,9,7,0
1,2022,382199619,2224,8,48,40,87,78,36,30,54,34,0,14,5,2,0
1,2022,41210087,1103,0,0,0,0,104,44,74,42,88,0,9,9,10,0
1,2022,231657891,2265,0,93,12,173,121,64,80,88,0,0,12,6,10,0
1,2022,53729194,555,0,10,4,4,105,83,32,82,14,0,12,4,5,0
1,2022,244741137,2050,0,52,9,46,81,38,20,66,9,0,9,8,10,0
1,2022,42485571,1493,0,2,0,10,170,37,14,24,80,0,11,4,4,1
1,2022,37778188,1545,0,1,0,4,78,43,60,38,76,1,48,38,10,0
1,2022,254218729,2350,0,28,42,23,125,88,28,66,6,0,13,31,11,0
1,2022,53603447,1929,0,2,0,4,92,66,29,65,23,0,8,7,7,1
1,2022,160035717,710,4,16,11,18,140,84,61,42,31,0,9,9,3,1
2,2022,164163229,928,0,19,0,7,96,61,32,90,25,0,10,9,0,0
1,2022,37091576,1194,0,0,0,3,118,66,83,43,84,0,19,19,8,1
2,2022,284249832,349,6,10,22,3,92,71,67,60,7,0,6,4,3,1
2,2022,33381454,1890,0,3,0,2,140,49,50,37,87,0,11,35,11,1
2,2022,184622518,1308,2,23,16,9,174,68,45,71,18,0,11,25,4,0
2,2022,300983101,4531,0,135,74,119,127,77,53,78,19,0,29,4,2,0
2,2022,121077868,1657,0,15,3,3,96,71,37,52,62,0,11,36,3,0
2,2022,106919680,1351,0,26,1,17,150,82,82,66,13,0,11,6,11,1
1,2022,136996305,608,0,5,29,14,100,87,46,60,1,0,13,16,9,0
1,2021,65719930,1211,0,31,0,19,105,73,59,81,13,0,9,6,4,1
1,2022,229497852,629,0,18,75,9,104,86,43,62,5,0,13,14,10,0
1,2022,185550869,1301,0,23,1,15,154,54,45,79,1,0,17,5,11,0
1,2022,54682594,1329,0,42,51,32,80,47,33,83,18,0,10,5,3,0
2,2022,240580042,343,2,4,35,11,150,53,14,43,64,0,13,3,6,0
1,1998,1284942608,13101,9,137,5,582,156,32,49,72,0,0,9,4,3,1
1,2022,71423324,2939,0,29,0,30,98,76,79,81,18,0,6,34,11,1
1,2019,244891912,407,1,5,0,5,92,58,27,36,86,0,9,3,10,0
1,2022,132171975,1492,0,26,2,15,144,47,7,50,32,0,7,4,7,0
1,2017,184706613,2264,0,11,6,25,150,37,27,56,8,0,13,3,7,0
1,2021,184826429,801,0,42,9,24,138,70,31,44,84,0,9,39,6,0
1,2022,302006641,829,0,32,110,26,172,56,68,89,4,0,33,19,4,0
1,2022,330881149,736,0,5,132,17,77,72,70,82,2,0,4,17,11,0
1,2022,334733572,4449,1,80,11,66,107,72,36,72,26,6,11,4,3,0
1,2022,366214458,3218,3,29,10,79,114,51,39,29,90,0,10,4,5,0
1,2022,114546317,327,0,5,40,12,117,63,29,51,43,0,25,4,5,0
1,2022,290833204,2775,0,21,11,40,146,69,63,45,48,0,18,4,0,0
1,2022,448500832,4576,0,79,13,93,160,80,74,60,8,0,14,26,11,1
4,2022,136676504,2313,0,34,0,29,120,88,15,56,1,0,8,6,10,0
3,2022,190625045,3983,0,73,45,119,100,82,76,70,16,0,8,5,3,1
1,2022,79095270,279,0,0,18,6,158,60,68,84,4,0,24,11,11,1
1,2022,273194684,2302,0,20,3,39,142,56,40,54,72,0,10,4,6,0
4,2022,333146475,3559,3,36,1,31,170,80,77,85,11,0,17,14,1,1
2,2022,194902696,2129,0,23,1,44,84,71,39,86,2,0,51,25,8,1
1,2022,311482393,3291,5,43,28,79,139,58,30,46,14,0,9,3,0,0
1,1982,195918494,5328,0,54,76,900,151,73,88,67,20,0,32,5,10,0
2,2022,248511839,1401,0,26,16,17,128,82,42,75,6,0,63,6,4,1
1,2022,233671263,1933,0,13,2,31,118,56,20,54,67,0,6,5,10,0
1,2022,199587884,1986,0,7,1,15,183,65,88,72,36,14,20,3,8,0
1,2022,91781263,1057,0,51,14,19,83,63,29,62,4,0,18,4,6,1
2,2022,383835984,5115,13,109,38,301,122,85,42,80,6,0,17,14,4,0
1,2022,236060709,2094,1,8,1,18,165,72,90,48,32,0,18,23,1,0
1,2022,189236868,2171,0,18,1,28,106,83,90,64,35,5,9,4,1,1
2,2022,160845341,896,0,19,0,15,77,81,68,58,83,0,11,34,3,0
1,2014,588955257,5148,0,90,22,365,91,57,30,89,10,0,33,8,11,0
1,2022,238350348,2528,0,63,8,270,148,51,21,63,5,0,41,3,10,0
1,2022,187703102,1900,1,15,1,23,114,71,90,81,31,2,13,3,7,1
2,2022,295307001,3879,2,107,76,86,120,91,63,77,12,1,10,5,0,1
2,2022,138334433,896,0,0,0,2,92,83,56,82,10,0,9,5,9,0
1,2016,445590495,8775,0,33,60,107,118,56,25,45,1,3,7,3,8,0
3,2022,286739476,5290,0,139,73,142,123,60,46,71,3,0,16,4,7,1
1,2018,1122364376,10211,0,38,79,65,89,52,28,48,54,1,19,3,6,0
1,2022,157136970,584,8,12,1,8,110,81,61,93,49,0,12,11,8,1
1,2022,137070925,1517,0,26,2,30,118,42,32,20,94,0,11,4,0,0
1,2021,183273246,246,4,4,106,0,90,68,54,76,21,0,11,20,3,1
1,2022,184807630,220,4,16,5,0,130,49,14,40,82,0,11,3,0,0
1,2022,164856284,514,0,5,36,1,154,70,97,62,47,0,10,4,9,1
1,1986,704171068,6080,0,112,198,406,105,54,59,83,0,44,20,4,7,1
1,2022,354614964,9724,0,222,61,259,115,70,87,88,4,0,26,8,4,1
5,2022,279717388,2341,0,37,2,38,110,91,59,82,8,0,6,8,4,0
1,2022,195628667,5263,0,66,89,61,125,51,5,68,12,2,15,6,7,1
1,2022,221752937,2402,0,45,2,26,102,73,62,75,0,0,34,8,4,0
1,2022,263280370,795,11,26,18,15,120,81,72,65,4,0,14,4,11,1
1,2022,213505179,571,0,19,21,14,97,80,36,86,4,0,3,5,5,0
2,2022,130419412,832,3,18,124,24,140,44,41,92,0,0,44,7,8,1
1,2022,155795783,565,0,6,52,11,97,78,31,72,1,0,11,4,5,0
1,1987,1553497987,41231,1,228,151,6720,125,45,67,90,9,11,10,5,9,0
1,2022,293466523,4526,12,156,275,150,88,80,55,56,13,0,8,9,6,1
1,2022,711366595,1818,0,3,0,63,170,56,52,64,11,0,45,7,0,0
1,2022,191448892,2814,0,38,105,25,137,88,8,49,9,0,9,14,2,1
3,2022,85924992,1601,0,11,0,2,157,88,52,69,0,0,8,23,1,0
3,2022,176103902,894,4,28,0,54,130,95,83,57,54,0,10,25,9,0
3,2022,121189256,945,0,49,3,57,90,85,80,83,10,0,8,11,4,0
1,2022,131746175,767,0,25,0,22,183,44,44,67,7,0,12,13,11,1
1,2022,244790012,5898,5,129,55,128,128,58,68,91,2,0,27,11,4,0
3,2022,129314708,685,2,17,0,24,130,71,78,40,46,0,7,45,6,1
1,2022,331511413,1452,35,16,15,20,126,63,56,43,24,0,12,23,4,0
3,2022,219196651,1456,0,53,2,33,120,77,94,87,2,0,23,12,0,0
3,2022,170732845,2107,0,51,1,50,130,72,18,46,7,0,28,8,7,1
1,2020,273914335,1494,2,17,12,15,122,70,46,76,30,0,9,45,0,0
1,2022,179061440,1379,4,23,10,18,172,74,46,58,15,0,13,8,11,1
1,2022,185236961,625,4,13,18,12,103,61,38,62,14,0,23,40,11,0
1,2022,171788484,2688,0,39,47,36,122,55,46,64,0,0,17,10,2,1
1,2019,387080183,2668,2,38,266,78,130,47,56,90,0,0,10,4,3,0
1,2022,264717480,799,12,14,141,9,105,81,70,65,24,0,8,4,2,1
1,2022,244928911,1189,6,17,10,16,120,90,73,51,39,0,9,6,8,0
1,2022,97610446,367,0,28,67,195,145,56,43,53,24,0,12,4,10,0
2,2022,287278853,527,4,10,43,3,99,79,64,59,28,0,11,14,10,1
1,2008,887906111,17504,34,63,39,1315,88,79,66,65,5,0,25,14,2,1
4,2022,123473120,3113,0,54,6,124,126,81,90,73,28,0,29,4,1,0
2,2022,295152154,685,5,15,79,4,136,77,71,75,33,1,13,4,0,0
2,2022,323455692,782,9,15,33,6,113,70,97,59,55,0,27,12,11,0
3,2022,240918092,2442,0,81,4,248,132,82,49,88,20,0,21,3,3,0
3,2022,191873381,1112,4,22,2,65,135,77,74,74,47,0,34,8,11,0
2,2017,284216603,4967,0,165,10,177,126,67,49,77,11,0,19,11,0,0
1,2022,239411309,2520,4,93,95,84,102,67,72,74,30,0,36,4,4,1
1,2022,265548837,767,12,20,129,11,125,68,80,92,10,0,9,12,0,0
1,2013,703301727,19806,7,33,11,274,149,37,28,66,14,0,9,5,4,0
2,2022,244585109,5153,6,102,53,113,137,74,71,89,24,61,15,5,0,0
1,2022,189476119,615,0,14,77,15,120,77,78,91,14,0,33,12,6,1
1,2022,277132266,2537,0,49,1,67,100,90,75,50,11,0,9,26,4,0
1,2022,278920007,1647,30,20,49,23,164,70,58,57,25,0,15,7,11,1
1,2022,222410722,2019,8,117,72,107,93,65,79,66,31,0,22,7,2,1
1,2022,185392587,1473,12,25,36,25,180,65,52,80,5,0,6,25,4,1
1,2022,202452860,1613,0,21,15,13,79,34,22,31,43,63,10,7,4,0
1,2002,1608164312,30992,6,124,25,7827,146,56,21,44,73,0,11,2,8,0
1,2000,624101957,10826,4,24,0,805,103,37,17,27,75,5,10,3,4,0
1,2022,148461629,920,0,10,1,8,140,70,26,76,8,0,54,23,7,1
2,2022,47093942,308,0,6,1,6,92,81,48,70,13,0,15,7,2,0
1,2016,380319238,2468,0,15,0,0,102,64,4,60,11,0,19,4,4,1
2,2022,209106362,1097,2,18,10,13,118,82,75,85,33,1,11,4,3,1
1,2022,53987404,330,0,3,0,2,93,78,75,62,6,0,15,6,5,0
1,2022,115331792,1584,0,38,0,24,150,70,26,56,14,83,11,5,8,1
1,2022,225093344,1585,5,78,65,328,130,52,24,60,0,0,8,3,5,0
2,2022,84697729,766,0,16,0,9,83,65,24,53,6,0,51,4,6,1
4,2022,159240673,836,0,14,1,13,102,84,43,75,5,0,6,8,1,0
1,2022,170709584,430,6,14,116,9,136,73,65,91,4,0,48,18,7,1
1,1982,154356956,2020,0,77,10,119,145,66,24,58,17,0,19,5,1,0
1,2018,723043854,6858,0,31,21,15,130,57,24,37,11,18,16,3,10,0
1,2022,247689123,3682,6,41,0,158,156,72,92,77,9,0,8,11,10,0
1,2022,176474912,1639,0,86,14,80,123,57,50,85,5,0,16,4,5,0
1,2022,235549288,452,10,2,129,13,132,92,53,62,7,0,63,10,10,0
2,2020,140430339,668,1,0,0,31,125,49,13,74,0,0,9,4,6,1
1,2022,85559365,991,0,36,38,13,162,74,22,67,0,0,11,46,8,1
3,2022,146223492,869,7,14,12,12,138,80,82,81,14,0,13,36,2,0
3,2022,187701588,648,4,0,0,30,161,59,62,60,12,0,5,44,2,1
2,2022,154863153,1545,0,22,7,15,131,91,23,55,1,0,7,32,11,1
3,2022,191333656,1930,0,24,8,17,122,75,45,63,6,0,35,12,7,1
1,2022,253650850,1948,0,12,9,16,80,80,16,28,17,0,12,39,7,1
1,2022,223064273,1608,0,10,3,12,109,75,11,50,20,0,30,17,10,0
2,2022,170413877,1338,0,9,20,7,158,84,33,36,2,0,39,59,1,0
1,2022,218320587,1936,0,7,5,13,126,66,12,35,55,0,9,14,7,0
2,2022,141720999,1794,0,26,9,17,104,73,25,61,1,0,32,7,4,0
1,2022,187339835,1597,0,6,3,15,110,48,15,31,80,22,12,4,0,0
2,2022,198365537,1652,2,26,52,10,130,77,20,70,1,0,16,5,10,0
1,2022,186104310,1747,0,9,6,13,177,34,39,16,97,0,12,5,0,0
1,2022,177503916,1715,0,4,5,8,158,48,55,84,43,0,15,12,10,0
2,2022,71095708,486,0,8,1,7,114,62,25,44,51,33,14,3,5,1
2,2022,112436403,1007,0,6,5,3,144,93,62,61,0,0,12,20,8,0
1,2022,203436468,481,9,10,100,15,125,54,22,76,0,0,14,3,8,0
1,2022,93367537,1045,0,8,5,2,142,85,40,43,4,0,39,32,8,1
2,2022,106249219,1060,0,3,8,5,120,64,11,53,1,0,25,27,5,0
1,2022,181382590,1274,0,1,6,11,96,57,55,74,22,0,8,4,8,0
1,2022,91473363,953,0,61,13,37,144,60,24,39,57,0,8,3,1,0
1,2022,121871870,1180,0,4,0,8,166,42,7,24,83,1,12,6,9,0
2,2022,73513683,573,0,2,0,7,92,80,81,67,4,0,8,6,4,0
3,2022,133895612,1320,0,29,26,17,97,82,67,77,8,0,12,5,4,0
1,2022,96007391,782,2,27,18,32,90,61,32,67,15,0,11,5,7,1
